trip_id,customer_id,driver_id,booking_datetime,pickup_location,drop_location,distance_km,duration_minutes,vehicle_type,payment_method,surge_multiplier,fare,trip_status,cancellation_reason,driver_rating,customer_rating
T005027,C02020,D0085,2025-07-30 02:29:00,Greater Kailash,Film City Noida,13.9,41,Auto,CASH,1.5,510.75,Completed,,3.5,3.4
T005028,C00384,D0439,2025-02-18 02:34:00,Noida Sector 62,Kaushambi,16.0,68,SUV,Upi,2.0,852.0,Completed,,4.3,3.2
T005029,C01516,D0591,2025-04-03 18:59:00,Airport T3,Pitampura,28.1,119,Auto,cash,2.0,1419.0,Completed,,4.2,3.3
T005030,C02384,D0273,2025-07-31 17:39:00,Film City Noida,Noida Sector 37,19.2,63,Bike,upi,1.2,556.8,Completed,,3.2,3.7
T005031,C00149,D0051,2025-02-17 00:54:00,Crossings Republik,Saket,2.7,11,Mini,Cash,1.2,135.0,Completed,,3.9,4.8
T005032,C01789,D0412,2025-06-14 11:42:00,Logix Mall,Lajpat Nagar,18.6,83,Auto,Wallet,1.0,495.0,Completed,,,3.1
T005033,C01087,D0071,2025-12-01 07:34:00,Noida Sector 63,Shahdara,3.1,10,SUV,Cash,1.2,139.8,Completed,,4.3,3.3
T005034,C01987,D0175,2025-06-26 18:51:00,Huda City Centre,Janakpuri,12.6,36,Sedan,Cash,1.5,466.5,Completed,,3.2,4.5
T005035,C02859,D0369,2025-02-08 21:59:00,Rohini,Janakpuri,18.6,82,Auto,Upi,1.0,493.0,Completed,,4.2,4.2
T005036,C00745,D0280,2025-09-25 13:06:00,RK Puram,Cyber Hub,3.4,8,Sedan,UPI,1.0,117.0,Completed,,3.9,4.7
T005037,C00351,D0059,2025-10-30 02:10:00,Model Town,Cyber Hub,8.4,26,Mini,Cash,2.0,456.0,Completed,,4.0,4.2
T005038,C02496,D0386,2025-04-26 16:42:00,Laxmi Nagar,Seelampur,8.2,32,SUV,upi,1.2,284.4,Cancelled,No Driver Available,,
T005039,C01710,D0394,2025-03-30 06:57:00,Golf Course Road,Sector 56 Gurugram,2.4,6,Mini,Cash,1.2,117.6,Completed,,3.8,3.9
T005040,C02794,D0353,2025-09-02 01:33:00,Civil Lines,Yamuna Bank,2.8,10,Mini,UPI,2.0,224.0,Cancelled,No Driver Available,,
T005041,C01866,D0507,2025-10-04 07:13:00,DLF Phase 4,Noida Sector 76,16.3,54,SUV,cash,1.0,402.5,Completed,,3.8,4.8
T005042,C01456,D0374,2025-08-18 11:57:00,Vasant Kunj,Civil Lines,2.8,7,Bike,Credit Card,1.0,106.0,Completed,,4.7,4.9
T005043,C02495,D0455,2025-06-08 05:30:00,Shahdara,Noida City Centre,28.1,85,Mini,upi,1.5,962.25,Completed,,3.4,3.7
T005044,C00539,D0101,2025-12-14 12:22:00,INA,Raj Nagar Extension,24.8,90,Bike,Wallet,1.0,602.0,Completed,,3.5,3.1
T005045,C02952,D0342,2025-10-10 20:26:00,Noida Sector 63,Gamma 1,26.0,79,Mini,Upi,1.5,897.0,Completed,,3.9,3.3
T005046,C01050,D0339,2025-03-28 16:12:00,Golf Course Road,Kalkaji,9.0,37,Sedan,Cash,1.0,259.0,Completed,,3.1,4.0
T005047,C02392,D0075,2025-03-11 05:56:00,DLF Phase 1,Indirapuram,9.2,34,Mini,CASH,1.0,256.0,Completed,,5.0,3.2
T005048,C00609,D0253,2025-10-20 09:07:00,Preet Vihar,Sector 45 Gurugram,4.8,18,Mini,UPI,1.0,158.0,Completed,,4.8,3.6
T005049,C00498,D0453,2025-09-05 23:16:00,Ghaziabad Railway Station,Loni,27.3,99,Sedan,Cash,1.5,986.25,Completed,,3.3,4.1
T005050,C00397,D0115,2025-01-04 18:45:00,Noida Sector 76,IFFCO Chowk,25.3,86,SUV,Upi,2.0,-1203.0,Completed,,4.8,4.2
T005051,C00301,D0425,2025-10-23 19:14:00,Laxmi Nagar,Sohna Road,14.3,51,Sedan,Wallet,1.2,439.8,Completed,,3.8,4.2
T005052,C01934,D0280,2025-07-19 14:38:00,Sarojini Nagar,Connaught Place,21.2,72,Sedan,Wallet,1.0,512.0,Completed,,4.7,
T005053,C02654,D0600,2025-12-25 21:08:00,DLF Mall of India,Raj Nagar Extension,23.8,93,Auto,Credit Card,1.0,593.0,Completed,,4.5,4.3
T005054,C01612,D0298,2025-04-01 17:31:00,IGI Airport T1,Preet Vihar,11.6,39,Auto,Cash,1.2,362.4,Completed,,4.4,3.7
T005055,C02988,D0471,2025-04-09 03:05:00,Chandni Chowk,Vasant Kunj,11.6,45,Mini,CASH,1.0,314.0,Completed,,4.1,3.9
T005056,C01310,D0418,2025-05-29 09:14:00,South Extension,RK Puram,5.8,20,Mini,CASH,2.0,354.0,Completed,,4.9,3.2
T005057,C01721,D0513,2025-04-06 07:56:00,Airport T3,Sector 45 Gurugram,22.0,82,Sedan,cash,1.0,544.0,Completed,,5.0,3.0
T005058,C02120,D0300,2025-07-17 21:59:00,Sector 45 Gurugram,Noida Sector 137,29.3,75,Auto,cash,1.0,639.5,Completed,,4.6,4.1
T005059,C00188,D0112,2025-09-21 15:39:00,Ghaziabad Railway Station,Vasundhara,15.0,60,Mini,UPI,1.2,474.0,Completed,,4.1,3.5
T005060,C00334,D0327,2025-12-24 05:31:00,Noida City Centre,IFFCO Chowk,4.1,13,Bike,Wallet,1.0,137.5,Completed,,3.6,3.0
T005061,C02598,D0210,2025-08-06 02:54:00,Airport T3,Green Park,2.0,5,Auto,Cash,1.2,108.0,Cancelled,Driver Cancelled,,
T005062,C00700,D0199,2025-07-18 05:41:00,Knowledge Park,Jama Masjid,19.6,76,Mini,Wallet,1.5,744.0,Cancelled,No Driver Available,,
T005063,C02552,D0082,2025-02-23 02:13:00,Janakpuri,DLF Mall of India,7.6,25,Mini,Credit Card,1.0,214.0,Completed,,3.9,3.2
T005064,C01801,D0442,2025-11-01 14:33:00,Civil Lines,Noida Sector 16,6.0,19,Auto,cash,1.0,178.0,Completed,,3.1,4.6
T005065,C00712,D0417,2025-12-06 22:23:00,Indirapuram,Pari Chowk,2.2,7,Auto,upi,1.0,97.0,Completed,,5.0,3.3
T005066,C00300,D0144,2025-02-13 11:07:00,DLF Phase 4,Ghaziabad Railway Station,24.2,103,Sedan,Credit Card,1.0,619.0,Completed,,4.5,3.9
T005067,C00448,D0440,2025-09-01 06:53:00,Aerocity,Crossings Republik,19.0,68,Auto,Upi,1.0,471.0,Completed,,3.9,4.0
T005068,C00378,D0459,2025-09-14 08:00:00,Dilshad Garden,Laxmi Nagar,16.7,72,Auto,upi,2.0,889.0,Completed,,3.3,3.8
T005069,C00519,D0387,2025-09-20 15:56:00,IGI Airport T1,DLF Mall of India,1.4,4,Mini,Wallet,1.5,118.5,Cancelled,Customer Cancelled,,
T005070,C00415,D0376,2025-09-27 20:54:00,Vasundhara,DLF Phase 2,25.4,102,SUV,upi,1.2,762.0,Completed,,4.9,3.3
T005071,C01465,D0519,2025-04-30 06:45:00,Bisrakh,Cyber Hub,17.3,63,Sedan,Cash,2.0,871.0,Completed,,3.8,3.8
T005072,C01090,D0163,2025-03-02 10:04:00,Chandni Chowk,Udyog Vihar,4.9,20,Bike,UPI,1.0,163.5,Completed,,4.2,3.1
T005073,C00554,D0541,2025-12-31 04:30:00,Wave City Center,Shahdara,11.9,51,Bike,Cash,1.0,330.5,Completed,,5.0,3.9
T005074,C02567,D0479,2025-04-27 05:26:00,DLF Phase 2,Preet Vihar,29.9,84,Bike,,2.0,1333.0,Completed,,4.5,3.9
T005075,C00114,D0090,2025-05-15 04:52:00,INA,ITO,20.1,69,Auto,cash,1.5,734.25,Cancelled,Driver Cancelled,,
T005076,C01158,D0039,2025-08-23 02:44:00,Udyog Vihar,DLF Phase 2,12.8,51,Sedan,Credit Card,1.2,412.8,Completed,,3.9,4.0
T005077,C02924,D0315,2025-09-25 13:01:00,Loni,Shahdara,12.1,54,Auto,Cash,1.0,339.5,Completed,,3.2,3.0
T005078,C01646,D0403,2025-01-23 23:09:00,Raj Nagar Extension,IFFCO Chowk,26.0,72,Bike,CASH,1.0,584.0,Completed,,3.2,5.0
T005079,C01453,D0421,2025-01-04 19:37:00,Pitampura,Chandni Chowk,20.1,82,Bike,Credit Card,1.0,515.5,Completed,,4.1,3.1
T005080,C01758,D0347,2025-10-31 23:23:00,Cyber City,Connaught Place,28.9,109,Mini,Upi,1.0,701.5,Completed,,3.9,5.0
T005081,C01945,D0331,2025-01-12 10:47:00,Mohan Nagar,Mayur Vihar,7.1,31,Bike,Credit Card,2.0,437.0,Completed,,3.0,3.3
T005082,C02295,D0281,2025-07-19 22:58:00,Green Park,Mayur Vihar,25.9,84,Bike,Cash,2.0,1213.0,Completed,,4.9,4.6
T005083,C02438,D0266,2025-07-02 16:30:00,MG Road,Pitampura,24.1,70,Auto,Wallet,1.0,551.5,Completed,,4.3,3.1
T005084,C01345,D0386,2025-06-06 01:47:00,Rajouri Garden,Noida Sector 63,14.1,43,SUV,Credit Card,1.0,347.5,Completed,,4.0,3.6
T005085,C00538,D0294,2025-01-12 20:34:00,Pari Chowk,IFFCO Chowk,8.9,24,SUV,CASH,2.0,463.0,Completed,,5.0,3.0
T005086,C01360,D0504,2025-08-01 08:19:00,Crossings Republik,Noida Sector 15,19.2,81,Mini,Upi,1.5,750.0,Completed,,3.2,4.1
T005087,C00492,D0584,2025-07-21 09:10:00,Anand Vihar ISBT,Golf Course Road,26.8,112,Mini,Credit Card,1.0,676.0,Completed,,3.7,4.5
T005088,C00325,D0077,2025-12-31 13:03:00,Pitampura,Loni,6.1,16,Bike,CASH,1.2,208.2,Completed,,4.8,3.8
T005089,C02443,D0161,2025-08-04 12:08:00,Laxmi Nagar,Mahipalpur,25.8,110,Bike,upi,2.0,1314.0,Completed,,4.8,4.6
T005090,C02693,D0067,2025-06-04 16:43:00,Udyog Vihar,Rohini,16.6,64,SUV,CASH,1.2,512.4,Completed,,4.9,4.3
T005091,C02288,D0392,2025-02-22 09:26:00,Raj Nagar Extension,Kalkaji,20.1,89,Sedan,upi,1.0,529.5,Completed,,4.7,3.4
T005092,C02786,D0391,2025-10-03 14:48:00,Pragati Maidan,Wave City Center,9.0,24,Sedan,Wallet,1.0,233.0,Completed,,3.9,3.0
T005093,C01027,D0274,2025-06-07 15:51:00,Kashmere Gate,Delta 1,12.2,37,Auto,Cash,1.0,307.0,Completed,,4.8,3.1
T005094,C00151,D0553,2025-01-27 16:58:00,Noida Sector 62,Greater Kailash,21.7,76,Mini,Cash,2.0,1055.0,Completed,,3.6,4.4
T005095,C02599,D0494,2025-02-21 09:11:00,Film City Noida,Dwarka,18.0,78,Bike,upi,1.5,-714.0,Completed,,4.5,4.9
T005096,C00262,D0155,2025-06-21 20:37:00,Seelampur,Mahipalpur,28.5,83,Mini,cash,1.0,643.5,Completed,,3.2,4.7
T005097,C01698,D0413,2025-12-23 05:42:00,Rohini,Noida Sector 78,17.3,54,Mini,UPI,1.2,501.0,Completed,,4.7,4.5
T005098,C00015,D0156,2025-09-21 17:21:00,Laxmi Nagar,Civil Lines,3.0,7,Sedan,Upi,1.0,109.0,Completed,,3.1,3.7
T005099,C00634,D0385,2025-02-16 10:23:00,Aerocity,Sohna Road,5.4,24,Sedan,Wallet,2.0,358.0,Completed,,4.3,3.2
T005100,C01119,D0067,2025-01-27 09:58:00,Mandi House,Greater Kailash,26.3,93,SUV,cash,1.2,756.6,Completed,,4.5,4.0
T005101,C02093,D0022,2025-11-13 00:45:00,Cyber City,Aerocity,0.0,108,Bike,Credit Card,1.0,684.5,Completed,,3.1,4.4
T005102,C00448,D0514,2025-07-08 09:46:00,Udyog Vihar,Noida Sector 16,9.0,24,Auto,Wallet,1.0,233.0,Completed,,3.3,4.5
T005103,C00440,D0109,2025-03-07 05:13:00,Kashmere Gate,Preet Vihar,8.6,30,Sedan,Credit Card,1.0,-239.0,Completed,,3.8,3.1
T005104,C02492,D0326,2025-07-08 08:58:00,Delta 1,Yamuna Bank,22.9,101,Sedan,Wallet,2.0,1191.0,Completed,,3.7,4.6
T005105,C00755,D0422,2025-06-27 15:02:00,Model Town,Mandi House,12.9,45,Sedan,cash,1.0,333.5,Completed,,4.7,3.4
T005106,C00599,D0034,2025-12-30 17:05:00,IFFCO Chowk,Red Fort,13.4,52,Auto,Credit Card,1.5,532.5,Completed,,3.4,4.4
T005107,C02316,D0335,2025-11-23 13:05:00,AIIMS,Noida Sector 16,3.7,15,Auto,UPI,1.0,135.5,Completed,,,3.5
T005108,C02601,D0586,2025-12-18 04:07:00,Kalkaji,Karol Bagh,19.0,82,Bike,Credit Card,1.5,748.5,Completed,,3.1,4.4
T005109,C02033,D0478,2025-12-17 10:28:00,Red Fort,Akshardham,11.5,49,Bike,Upi,1.2,384.6,Completed,,5.0,3.4
T005110,C02801,D0291,2025-09-12 13:19:00,Noida Sector 62,Huda City Centre,18.9,75,Sedan,Wallet,1.0,483.5,Cancelled,No Driver Available,,
T005111,C01533,D0008,2025-10-24 10:07:00,Vasundhara,Sohna Road,17.0,71,Auto,CASH,1.5,670.5,Cancelled,No Driver Available,,
T005112,C02536,D0063,2025-07-03 12:01:00,RK Puram,Defence Colony,12.3,52,SUV,Upi,1.2,406.2,Completed,,4.5,3.7
T005113,C00399,D0057,2025-04-30 03:23:00,IGI Airport T1,Janakpuri,15.8,65,Bike,Cash,1.0,417.0,Completed,,3.0,4.9
T005114,C01132,D0421,2025-09-05 15:26:00,Sector 45 Gurugram,Ghaziabad Railway Station,22.6,81,Bike,Wallet,1.5,826.5,Completed,,4.5,3.8
T005115,C01204,D0092,2025-01-29 16:03:00,Ghaziabad Railway Station,Sector 45 Gurugram,28.5,71,Sedan,Upi,2.0,1239.0,Completed,,4.8,4.2
T005116,C01778,D0508,2025-03-29 05:18:00,DLF Phase 4,Beta 1,10.8,29,Bike,Wallet,2.0,540.0,Completed,,3.1,3.4
T005117,C00832,D0290,2025-10-21 02:28:00,Kashmere Gate,Sector 45 Gurugram,2.5,7,Mini,CASH,2.0,203.0,Completed,,4.6,4.9
T005118,C00168,D0343,2025-10-01 07:41:00,Vasant Kunj,Sector 14 Gurugram,24.1,100,Mini,Cash,1.0,611.5,Completed,,4.3,3.6
T005119,C01536,D0061,2025-08-08 06:25:00,Surajpur,Yamuna Bank,7.1,26,Auto,Upi,2.0,417.0,Completed,,4.0,4.4
T005120,C01540,D0597,2025-11-30 21:58:00,Mahipalpur,New Delhi Railway Station,29.5,78,Auto,CASH,1.0,648.5,Completed,,3.3,3.8
T005121,C00416,D0409,2025-07-01 01:27:00,Mayur Vihar,RK Puram,21.5,89,Bike,CASH,1.0,550.5,Completed,,3.6,4.5
T005122,C01656,D0584,2025-08-06 11:06:00,Anand Vihar ISBT,Alpha 1,5.1,21,Mini,Upi,1.5,252.75,Cancelled,Customer Cancelled,,
T005123,C00579,D0348,2025-07-28 07:58:00,Ghaziabad Railway Station,IGI Airport T1,2.1,7,Auto,Upi,2.0,191.0,Completed,,4.8,3.3
T005124,C00298,D0094,2025-08-31 15:07:00,Akshardham,Mandi House,21.4,71,Sedan,Cash,1.2,615.6,Completed,,3.2,4.0
T005125,C01192,D0161,2025-02-03 03:21:00,Defence Colony,Daryaganj,23.2,94,Bike,Upi,1.5,-879.0,Cancelled,Customer Cancelled,,
T005126,C02464,D0244,2025-08-03 00:36:00,Vaishali,Pari Chowk,2.1,6,Auto,CASH,1.5,140.25,Completed,,3.7,3.5
T005127,C00097,D0247,2025-11-19 18:34:00,Noida Sector 76,Manesar,16.7,73,Auto,Cash,1.2,535.8,Completed,,3.7,3.6
T005128,C00577,D0231,2025-01-05 21:50:00,Logix Mall,Mandi House,12.0,40,Sedan,Cash,1.0,310.0,Completed,,3.9,4.4
T005129,C00148,D0405,2025-05-10 04:08:00,Pragati Maidan,Noida Sector 63,7.0,28,Sedan,Credit Card,1.0,211.0,Completed,,3.1,3.4
T005130,C00633,D0066,2025-11-13 02:19:00,New Delhi Railway Station,Defence Colony,22.4,80,Bike,cash,1.0,546.0,Completed,,3.7,3.6
T005131,C01003,D0142,2025-09-02 22:17:00,Daryaganj,ITO,8.4,25,Mini,CASH,1.0,226.0,Completed,,3.7,3.3
T005132,C00559,D0512,2025-02-07 19:11:00,Mohan Nagar,Karol Bagh,14.6,44,Bike,upi,2.0,714.0,Completed,,3.6,4.0
T005133,C00671,D0499,2025-09-18 06:08:00,Sahibabad,Knowledge Park,26.7,84,SUV,upi,1.5,927.75,Completed,,4.5,4.5
T005134,C00512,D0445,2025-08-11 01:54:00,Old Delhi Railway Station,IFFCO Chowk,1.3,5,SUV,Cash,1.0,79.5,Completed,,4.5,4.1
T005135,C01840,D0043,2025-02-03 15:09:00,Kashmere Gate,Noida Sector 15,21.1,75,Auto,Wallet,1.0,516.5,Cancelled,Customer Cancelled,,
T005136,C01061,D0043,2025-02-01 01:20:00,Aerocity,Cyber Hub,29.4,111,Auto,Upi,2.0,1426.0,Completed,,3.3,4.4
T005137,C01710,D0307,2025-10-26 05:14:00,Kalkaji,Noida City Centre,5.8,21,Sedan,CASH,2.0,358.0,Completed,,4.7,4.8
T005138,C00909,D0516,2025-10-23 06:19:00,DLF Mall of India,Noida Sector 76,20.0,88,Sedan,CASH,1.5,789.0,Completed,,3.4,4.8
T005139,C00620,D0327,2025-04-13 23:30:00,Logix Mall,Sector 14 Gurugram,9.6,27,Bike,Credit Card,2.0,496.0,Completed,,4.5,3.1
T005140,C01180,D0562,2025-05-11 07:48:00,ITO,South Extension,9.3,40,Auto,Credit Card,2.0,539.0,Cancelled,Driver Cancelled,,
T005141,C01597,D0041,2025-06-15 10:14:00,Knowledge Park,Pragati Maidan,26.9,86,Sedan,CASH,1.5,938.25,Completed,,5.0,4.2
T005142,C02606,D0543,2025-10-17 01:14:00,Old Delhi Railway Station,DLF Mall of India,14.3,62,Mini,CASH,1.0,388.5,Completed,,4.6,4.9
T005143,C01370,D0217,2025-12-27 19:48:00,DLF Phase 4,Daryaganj,4.6,19,Sedan,Cash,1.0,157.0,Completed,,4.8,4.6
T005144,C00851,D0149,2025-02-11 05:06:00,DLF Phase 4,Noida Sector 76,3.9,16,SUV,Wallet,2.0,281.0,Completed,,3.8,3.7
T005145,C00375,D0589,2025-08-22 06:53:00,Sector 56 Gurugram,Jama Masjid,19.5,54,SUV,Cash,2.0,901.0,Completed,,3.4,3.2
T005146,C01791,D0334,2025-03-14 20:32:00,Jama Masjid,Connaught Place,29.8,128,Bike,Wallet,1.0,753.0,Completed,,3.2,3.0
T005147,C01048,D0536,2025-05-30 01:17:00,Ambience Mall,IGI Airport T1,26.3,108,Auto,UPI,1.0,660.5,Completed,,4.1,3.8
T005148,C01682,D0339,2025-09-23 20:04:00,Shahdara,Sarojini Nagar,19.0,83,Sedan,Upi,1.2,601.2,Completed,,3.3,4.8
T005149,C00987,D0216,2025-07-17 08:49:00,Noida Sector 76,Indirapuram,11.1,40,Auto,Credit Card,1.0,296.5,Completed,,4.9,4.4
T005150,C02307,D0147,2025-01-08 11:19:00,Alpha 1,Bisrakh,16.2,42,Sedan,Upi,1.0,377.0,Completed,,3.7,4.2
T005151,C01675,D0190,2025-12-05 20:39:00,Cyber City,Model Town,26.2,112,Sedan,Credit Card,1.0,667.0,Completed,,4.2,3.7
T005152,C00861,D0133,2025-01-21 19:39:00,Sector 14 Gurugram,Noida Sector 37,13.1,44,Mini,CASH,1.0,334.5,Completed,,4.6,4.0
T005153,C00285,D0139,2025-01-20 00:54:00,Ecotech,Anand Vihar Railway Station,2.3,7,Bike,Upi,1.5,147.75,Cancelled,Driver Cancelled,,
T005154,C00597,D0491,2025-03-07 21:19:00,Greater Noida West,Dilshad Garden,18.2,53,Sedan,Wallet,1.0,429.0,Completed,,4.0,3.7
T005155,C01929,D0518,2025-12-05 15:13:00,Old Delhi Railway Station,Pitampura,30.0,88,SUV,Wallet,1.2,811.2,Completed,,5.0,3.8
T005156,C01867,D0013,2025-12-13 06:55:00,DLF Mall of India,Sahibabad,24.7,83,Auto,Wallet,1.2,703.8,Completed,,4.6,4.1
T005157,C00161,D0208,2025-07-29 14:56:00,South Extension,Huda City Centre,28.2,122,Sedan,cash,1.5,1075.5,Completed,,4.4,4.5
T005158,C00136,D0091,2025-04-06 06:21:00,DLF Mall of India,Gamma 1,5.2,14,Auto,cash,2.0,312.0,Completed,,4.9,4.2
T005159,C01889,D0038,2025-10-05 07:19:00,Pitampura,Noida Sector 137,5.4,15,SUV,Cash,1.0,161.0,Completed,,3.8,3.6
T005160,C01111,D0552,2025-08-31 15:28:00,Sahibabad,Mayur Vihar,10.8,42,Sedan,upi,1.0,296.0,Completed,,4.0,3.5
T005161,C02112,D0006,2025-10-05 18:52:00,Beta 1,Gamma 1,27.5,109,SUV,Cash,1.5,1020.75,Completed,,3.3,3.9
T005162,C01598,D0292,2025-05-30 23:33:00,DLF Phase 3,Civil Lines,14.8,47,Sedan,Upi,1.0,366.0,Completed,,4.6,4.7
T005163,C00943,D0068,2025-11-17 05:48:00,ITO,Dilshad Garden,5.0,15,Bike,Cash,1.0,155.0,Completed,,3.1,4.2
T005164,C01909,D0206,2025-09-01 13:03:00,Sector 29 Gurugram,Hauz Khas,14.6,51,Sedan,Cash,1.0,371.0,Completed,,4.9,3.5
T005165,C00466,D0347,2025-09-14 06:40:00,Noida Sector 37,Sarojini Nagar,2.2,8,Mini,Upi,1.5,742.5,Completed,,4.0,3.7
T005166,C01758,D0477,2025-05-19 07:40:00,Noida Sector 16,Rajouri Garden,9.5,36,Mini,Cash,1.5,396.75,Cancelled,Driver Cancelled,,
T005167,C01607,D0141,2025-10-08 21:41:00,Lajpat Nagar,Noida City Centre,22.2,69,Auto,UPI,1.2,625.2,Completed,,4.4,3.6
T005168,C01904,D0067,2025-10-01 16:33:00,Karol Bagh,Cyber City,20.4,78,SUV,CASH,2.0,1024.0,Completed,,3.1,4.9
T005169,C00346,D0600,2025-03-04 08:10:00,Bisrakh,Noida Sector 62,14.0,40,Auto,Wallet,1.0,340.0,Completed,,3.5,4.6
T005170,C02246,D0399,2025-04-15 17:24:00,Mayur Vihar,Noida Sector 18,25.3,66,Sedan,Wallet,2.0,1123.0,Completed,,4.1,4.5
T005171,C00704,D0463,2025-08-22 19:16:00,Ghaziabad Railway Station,South Extension,14.7,46,Auto,Upi,1.0,362.5,Completed,,3.4,4.2
T005172,C01677,D0149,2025-09-05 01:18:00,Ghaziabad Railway Station,Jama Masjid,9.3,35,SUV,CASH,1.5,389.25,Completed,,3.8,3.3
T005173,C00971,D0212,2025-09-30 21:15:00,Lajpat Nagar,Noida Sector 62,15.5,56,SUV,Cash,1.0,394.5,Completed,,3.9,4.8
T005174,C02786,D0315,2025-11-25 15:55:00,Model Town,DLF Phase 1,20.2,77,Auto,CASH,1.0,507.0,Completed,,4.9,3.4
T005175,C02001,D0305,2025-06-17 11:09:00,Kaushambi,Dwarka,19.4,56,Mini,Upi,1.5,679.5,Completed,,4.3,4.9
T005176,C01959,D0035,2025-10-11 06:37:00,Cyber City,Defence Colony,25.0,70,Bike,UPI,1.0,565.0,Completed,,4.9,3.4
T005177,C02035,D0517,2025-04-30 20:31:00,Civil Lines,Sector 14 Gurugram,12.9,38,Sedan,cash,2.0,639.0,Completed,,4.6,3.8
T005178,C00601,D0362,2025-11-27 15:39:00,Gamma 1,Sector 45 Gurugram,20.2,84,Mini,Cash,1.0,521.0,Completed,,3.4,4.7
T005179,C02805,D0432,2025-01-15 06:03:00,Delta 1,Golf Course Road,18.8,53,Mini,CASH,2.0,876.0,Completed,,3.8,4.8
T005180,C00327,D0090,2025-05-30 00:54:00,Malviya Nagar,Udyog Vihar,3.7,10,Auto,UPI,1.0,125.5,Cancelled,Customer Cancelled,,
T005181,C00227,D0165,2025-08-24 13:04:00,Film City Noida,Pari Chowk,16.8,45,Auto,Cash,2.0,784.0,Completed,,3.5,3.4
T005182,C01529,D0263,2025-03-12 21:09:00,DLF Phase 3,Sohna Road,7.0,26,SUV,Wallet,2.0,414.0,Completed,,4.4,4.0
T005183,C01591,D0182,2025-02-27 23:17:00,Saket,DLF Mall of India,13.0,49,Mini,Wallet,1.0,343.0,Completed,,4.7,
T005184,C00618,D0070,2025-12-19 08:56:00,South Extension,Noida Sector 63,7.3,22,Auto,Upi,2.0,407.0,Cancelled,Driver Cancelled,,
T005185,C01163,D0192,2025-02-12 00:24:00,Sector 14 Gurugram,South Extension,4.5,13,Auto,UPI,1.0,143.5,Completed,,4.5,3.8
T005186,C01160,D0330,2025-06-22 16:11:00,Connaught Place,Dwarka,20.8,62,Auto,Upi,1.0,486.0,Cancelled,Customer Cancelled,,
T005187,C01039,D0368,2025-03-05 12:06:00,Kaushambi,Preet Vihar,24.6,77,Bike,UPI,1.2,687.6,Completed,,4.2,3.4
T005188,C02096,D0483,2025-11-08 16:52:00,Airport T3,Green Park,19.1,54,Bike,Cash,2.0,889.0,Completed,,4.4,
T005189,C01801,D0026,2025-11-02 17:36:00,Akshardham,Sarojini Nagar,26.1,116,Sedan,upi,1.0,673.5,Cancelled,Customer Cancelled,,
T005190,C00246,D0125,2025-04-09 22:20:00,Knowledge Park,Delta 1,25.8,99,Mini,CASH,1.0,635.0,Completed,,3.7,4.5
T005191,C01435,D0138,2025-05-16 17:36:00,Ghaziabad Railway Station,IGI Airport T1,26.0,110,SUV,Wallet,1.5,990.0,Completed,,3.2,3.0
T005192,C00419,D0414,2025-02-16 17:33:00,Janakpuri,Shahdara,23.3,93,Mini,upi,1.0,585.5,Completed,,4.4,3.4
T005193,C00269,D0134,2025-07-17 03:03:00,Vaishali,Sector 56 Gurugram,21.3,53,Auto,upi,2.0,951.0,Completed,,3.1,4.6
T005194,C02972,D0586,2025-07-19 15:17:00,Noida Sector 63,Huda City Centre,18.2,61,Bike,Cash,1.0,445.0,Cancelled,Customer Cancelled,,
T005195,C02341,D0200,2025-02-23 13:51:00,Mahipalpur,Sohna Road,18.2,53,Sedan,Cash,1.0,429.0,Completed,,3.7,3.9
T005196,C02361,D0031,2025-10-05 10:28:00,Laxmi Nagar,Pari Chowk,3.4,11,SUV,CASH,1.0,123.0,Completed,,3.8,4.0
T005197,C02829,D0386,2025-05-10 07:09:00,Kalkaji,Golf Course Road,8.6,28,SUV,Cash,1.2,282.0,Completed,,3.2,4.1
T005198,C02599,D0104,2025-06-16 17:38:00,Raj Nagar Extension,Noida Sector 63,1.1,4,Mini,Upi,2.0,149.0,Completed,,3.8,3.5
T005199,C00214,D0154,2025-08-09 05:01:00,Anand Vihar Railway Station,Alpha 1,4.9,12,Sedan,Upi,1.0,147.5,Completed,,3.1,4.5
T005200,C02211,D0113,2025-01-26 02:42:00,Alpha 1,Ghaziabad Railway Station,29.3,87,SUV,Upi,1.0,663.5,Completed,,3.6,4.0
T005201,C01402,D0167,2025-06-24 17:55:00,Indirapuram,Ghaziabad Railway Station,29.7,110,Sedan,Credit Card,2.0,1431.0,Completed,,4.5,4.8
T005202,C00959,D0062,2025-04-08 03:48:00,Noida Sector 16,Crossings Republik,13.9,39,Bike,upi,1.5,504.75,Cancelled,No Driver Available,,
T005203,C02090,D0379,2025-11-26 17:16:00,Dwarka,Film City Noida,8.0,33,Mini,upi,1.0,236.0,Completed,,4.1,4.8
T005204,C02792,D0563,2025-07-01 20:28:00,MG Road,RK Puram,9.0,33,Auto,Credit Card,1.5,376.5,Completed,,4.4,3.7
T005205,C02253,D0486,2025-02-01 02:21:00,Huda City Centre,Cyber Hub,22.2,96,SUV,Upi,2.0,1150.0,Cancelled,No Driver Available,,
T005206,C02574,D0505,2025-01-21 19:58:00,Golf Course Road,Akshardham,11.9,40,Sedan,Upi,2.0,617.0,Completed,,3.1,4.7
